index,Name.x,Hall.of.Fame.Class,Year.Drafted,RGP,RMIN,RPTS,RFGM,RFGA,RFG.,RX3P.Made,RX3PA,RX3P.,RFTM,RFTA,RFT.,ROREB,RDREB,RREB,RAST,RSTL,RBLK,RTOV,REFF,HOF,birth_year,pos,age,experience,lg,tm,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
409,J.R. Reid,NA,1989,82,33.6,11.1,4.4,9.9,44,0,0.1,0,2.3,3.5,66.4,2.4,6,8.4,1.2,1.1,0.7,2.1,13.7,0,NA,C,21,1,NBA,CHH,0.482,0.006,0.355,7.7,21.5,14.2,5.3,1.6,1.2,15.5,17.2,-1.7,2.8,1.1,0.02,-3.7,-0.5,-4.2,-1.5
410,Jeff Martin,NA,1989,69,19.6,6.3,2.5,6,41.1,0,0.2,13.3,1.3,1.9,70.5,1.1,1.2,2.3,0.6,0.6,0.2,0.7,5.3,0,NA,SG,23,1,NBA,LAC,0.46,0.036,0.312,6.7,6.8,6.7,4.6,1.5,0.7,9.1,16,0,0.9,0.9,0.031,-2.8,-1.1,-4,-0.7
411,John Morton,NA,1989,37,10.9,3.9,1.3,4.4,29.8,0.2,0.8,23.3,1.2,1.7,69.4,0.2,0.7,0.9,1.8,0.5,0.1,1.4,2.3,0,NA,SG,22,1,NBA,CLE,0.388,0.186,0.385,1.9,7,4.5,24.2,2.3,0.6,21.3,25.8,-1.3,0.4,-0.9,-0.109,-6,-1.7,-7.7,-0.6
413,Kenny Payne,NA,1989,35,6.2,3.3,1.3,3.1,43.5,0.1,0.3,40,0.5,0.5,88.9,0.3,0.4,0.7,0.3,0.2,0.2,0.6,2.3,0,NA,SF,23,1,NBA,PHI,0.492,0.093,0.167,5.8,7.8,6.8,7.1,1.6,1.7,14.7,26.7,-0.2,0.2,0,0.002,-4.2,-1.8,-6,-0.2
414,Michael Ansley,NA,1989,72,17,8.7,3.2,6.5,49.7,0,0,0,2.3,3.2,72.2,2.6,2.4,5,0.6,0.3,0.2,0.7,10,0,NA,SF,22,1,NBA,ORL,0.554,0,0.488,15.7,15.6,15.6,4.8,0.9,0.8,8.1,19.7,3,0.3,3.3,0.129,1.2,-2.5,-1.3,0.2
415,Mike Morrison,NA,1989,36,4.3,2,0.6,1.9,33.8,0.1,0.2,28.6,0.7,0.8,80,0.2,0.4,0.6,0.3,0.1,0,0.6,0.9,0,NA,SG,22,1,NBA,PHO,0.443,0.103,0.441,5.4,8.8,7.2,9.7,0.6,0,22.1,28.1,-0.5,0.1,-0.3,-0.106,-7.4,-3.1,-10.5,-0.3
416,Mike Williams,NA,1989,21,4.9,0.7,0.3,0.9,33.3,0,0,0,0.1,0.3,50,0.2,0.9,1.1,0.1,0.1,0.3,0.1,1.5,0,NA,PF-SF,26,1,NBA,TOT,0.363,0.056,0.333,5.6,19.9,12.8,2.6,1.5,4.1,12.7,10,-0.1,0.1,0,0.012,-9.1,1.7,-7.4,-0.1
419,Nick Anderson,NA,1989,81,22,11.5,4.6,9.3,49.4,0,0.2,5.9,2.3,3.3,70.5,1.3,2.6,3.9,1.5,0.8,0.4,1.7,10.8,0,NA,SG,22,1,NBA,ORL,0.536,0.023,0.351,6.1,12.7,9.3,10.5,1.8,1,13.7,22.1,1.2,0.7,1.8,0.049,0,-1,-1,0.5
420,Pooh Richardson,NA,1989,82,31.5,11.4,5.2,11.3,46.1,0.3,1,27.7,0.8,1.3,58.9,0.7,2,2.6,6.8,1.6,0.3,1.7,14.4,0,NA,PG,23,1,NBA,MIN,0.482,0.09,0.116,2.4,8,5,35.3,2.7,0.6,12.7,19,2,2.4,4.4,0.082,1,0.4,1.4,2.2
422,Sam Mitchell,NA,1989,80,30.2,12.7,4.7,10.4,44.6,0,0.1,0,3.4,4.4,76.8,2.3,3.5,5.8,1.1,0.8,0.7,1.2,13.1,0,NA,PF,26,1,NBA,MIN,0.512,0.011,0.418,8.4,14.9,11.5,6,1.4,1.5,8.9,19.8,2.8,2.3,5.1,0.102,-1.5,-0.9,-2.4,-0.3
423,Sarunas Marciulionis,NA,1989,75,22.6,12.1,3.9,7.4,51.9,0.1,0.5,25.6,4.2,5.4,78.7,1.1,1.8,2.9,1.6,1.3,0.1,1.8,11.4,0,NA,SG,25,1,NBA,GSW,0.616,0.07,0.724,5.6,8.2,7,10,2.5,0.2,15.7,20.5,3.1,0.7,3.8,0.107,-0.2,-0.6,-0.8,0.5
424,Scott Haffner,NA,1989,43,13,4.6,2,5,40.6,0.1,0.5,14.3,0.4,0.6,68,0.2,1,1.2,1.9,0.3,0.1,0.8,4,0,NA,PG,23,1,NBA,MIA,0.43,0.097,0.115,1.3,9,5,20.4,1.1,0.2,12.6,18.8,-0.4,0.3,-0.1,-0.008,-3.9,-1.2,-5.1,-0.4
425,Sean Elliott,NA,1989,81,25.1,10,3.8,8,48.1,0,0.1,11.1,2.3,2.7,86.6,1.6,2.1,3.7,1.9,0.6,0.2,1.4,10.4,0,NA,SF,21,1,NBA,SAS,0.546,0.014,0.334,7.2,9.2,8.2,10.7,1.1,0.4,13.1,17.4,2.6,2,4.6,0.108,-0.4,-0.7,-1.1,0.4
426,Shawn Kemp,NA,1989,81,13.8,6.5,2.5,5.2,47.9,0,0.1,16.7,1.4,2,73.6,1.8,2.5,4.3,0.3,0.6,0.9,1.3,8,0,NA,PF,20,1,NBA,SEA,0.531,0.028,0.375,14.7,21.8,18.1,3.4,2.1,4,17.8,22.4,0.5,1.6,2.1,0.092,-2.2,0.2,-2,0
428,Stacey King,NA,1989,82,21.7,8.9,3.3,6.5,50.4,0,0,0,2.4,3.3,72.7,2.1,2.6,4.7,1.1,0.5,0.7,1.4,10.2,0,NA,PF,23,1,NBA,CHI,0.562,0.002,0.504,11.2,14.3,12.8,6.6,1.1,2.1,15.5,18.4,2.2,1.4,3.6,0.098,-1.4,-1.6,-3,-0.4
429,Terry Davis,NA,1989,63,14,4.7,1.9,4.2,46.6,0,0,0,0.9,1.4,62.1,1.5,2.2,3.6,0.4,0.4,0.4,1.1,5.8,0,NA,PF,22,1,NBA,MIA,0.496,0.004,0.332,11.2,17.7,14.3,3.9,1.3,1.9,18.5,16.8,-0.4,0.9,0.5,0.029,-5.1,-0.5,-5.7,-0.8
432,Tom Hammonds,NA,1989,61,13.2,5.3,2.1,4.8,43.7,0,0,0,1,1.6,64.3,1,1.8,2.8,0.8,0.2,0.2,0.8,5.2,0,NA,PF,22,1,NBA,WSB,0.475,0.003,0.332,8.1,14.5,11.3,8.5,0.7,1,12,19.5,0,0.5,0.5,0.031,-3,-1.9,-4.9,-0.6
433,Vlade Divac,2019,1989,82,19.6,8.5,3.3,6.7,49.9,0,0.1,0,1.9,2.6,70.8,2,4.2,6.2,0.9,1,1.4,1.3,12.6,1,NA,C,21,1,NBA,LAL,0.544,0.009,0.393,12.3,23.7,18.2,6.7,2.4,4.2,14.6,20,1.7,3.2,5,0.148,-1,1.7,0.7,1.1
434,Winston Bennett,NA,1989,55,18,6.1,2.5,5.2,47.9,0,0,0,1.2,1.7,66.7,1.5,1.9,3.4,1,0.4,0.2,1.1,6.7,0,NA,SF,24,1,NBA,CLE,0.515,0,0.336,9.4,11.9,10.6,8.1,1.2,0.6,15.9,17.1,0.2,0.9,1.1,0.055,-3.4,-0.8,-4.2,-0.6
435,A.J. English,NA,1990,70,20.6,8.8,3.6,8.2,43.9,0,0.4,9.7,1.6,2.2,70.7,0.9,1.2,2.1,2.5,0.4,0.2,1.6,7.1,0,NA,SG,23,1,NBA,WSB,0.48,0.054,0.274,5,6.2,5.6,18,0.9,0.6,15.1,21.8,-0.5,0.7,0.2,0.008,-2.1,-1.9,-3.9,-0.7
436,Alaa Abdelnaby,NA,1990,43,6.7,3.1,1.3,2.7,47.4,0,0,0,0.6,1,56.8,0.6,1.4,2.1,0.3,0.1,0.3,0.5,3.5,0,NA,PF,22,1,NBA,POR,0.499,0,0.379,10.4,23.4,17,5.8,0.7,2.5,14,22.1,0,0.5,0.5,0.079,-3.4,-1.2,-4.6,-0.2
437,Alec Kessler,NA,1990,78,16.1,6.2,2.6,6,42.5,0,0.1,0,1.1,1.7,67.2,1.5,2.8,4.3,0.4,0.2,0.3,1.4,6.1,0,NA,C,24,1,NBA,MIA,0.462,0.009,0.28,10,20,14.9,3.7,0.7,1.3,17,20.5,-1.4,1.2,-0.1,-0.005,-5.4,-2,-7.5,-1.7
438,Andy Toolson,NA,1990,47,10,2.9,1.1,2.6,40.3,0.3,0.7,37.5,0.5,0.7,75.8,0.7,0.7,1.4,0.7,0.3,0,0.5,3.1,0,NA,SF,25,1,NBA,UTA,0.495,0.258,0.266,8.6,8.2,8.4,9.3,1.5,0.3,14.8,15.3,0.1,0.5,0.6,0.057,-2.7,-0.1,-2.8,-0.1
439,Anthony Cook,NA,1990,58,19.3,5.3,2,4.9,41.7,0,0.1,0,1.2,2.2,55,2.3,3.3,5.6,0.4,0.6,1.2,0.9,8.5,0,NA,PF,23,1,NBA,DEN,0.452,0.011,0.456,10.3,17.9,13.7,2.6,1.3,3.4,12.8,12.3,0,0.5,0.5,0.022,-2.8,-1.2,-3.9,-0.6
443,Cedric Ceballos,NA,1990,63,11.6,8.2,3.2,6.7,48.7,0,0.1,16.7,1.7,2.6,66.3,1.2,1.2,2.4,0.6,0.3,0.1,1.1,6.2,0,NA,SF,21,1,NBA,PHO,0.527,0.014,0.396,12.1,10.4,11.2,7.7,1.4,0.4,12.3,31.3,0.6,0.7,1.3,0.085,0.3,-2.5,-2.1,0
444,Danny Ferry,NA,1990,81,20.5,8.6,3.4,7.9,42.8,0.3,1,29.9,1.5,1.9,81.6,1.2,2.3,3.5,1.8,0.5,0.3,1.5,8.4,0,NA,PF,24,1,NBA,CLE,0.491,0.12,0.236,6.9,13,10,13,1.3,0.9,14.5,21.8,-0.4,1.3,1,0.028,-2.9,-1,-4,-0.8
445,Dennis Scott,NA,1990,82,28.5,15.7,6.1,14.4,42.5,1.5,4.1,37.4,1.9,2.5,75,0.8,2.1,2.9,1.6,0.8,0.3,1.6,10.8,0,NA,SG,22,1,NBA,ORL,0.504,0.282,0.172,2.8,8.3,5.5,9.3,1.3,0.6,9.1,24.4,1.4,1.2,2.6,0.054,-0.2,-1.3,-1.5,0.3
446,Derrick Coleman,NA,1990,74,35.2,18.4,6.9,14.9,46.7,0.2,0.5,34.2,4.4,6,73.1,3.6,6.6,10.3,2.2,1,1.3,2.9,20.7,0,NA,PF,23,1,NBA,NJN,0.527,0.035,0.402,10.4,20.5,15.3,9.8,1.3,2.2,14.4,23.3,2.4,3.4,5.8,0.108,0.7,-0.3,0.4,1.5
447,Duane Causwell,NA,1990,76,22.6,6.9,2.8,5.4,50.8,0,0,0,1.4,2.2,63.6,1.9,3.3,5.1,0.9,0.6,1.9,1.3,10.8,0,NA,C,22,1,NBA,SAC,0.541,0,0.4,9.1,16.9,12.9,6.1,1.4,5.5,16.5,14.8,0.6,2.2,2.8,0.079,-2.7,1.3,-1.4,0.3
449,Elden Campbell,NA,1990,52,7.3,2.8,1.1,2.4,45.5,0,0,0,0.6,0.9,65.3,0.8,1.1,1.8,0.2,0.2,0.7,0.3,3.8,0,NA,PF,22,1,NBA,LAL,0.498,0,0.398,12.8,16.4,14.7,3.8,1.5,5.9,10,18.4,0.4,0.7,1.1,0.135,-3,1.6,-1.4,0.1
450,Felton Spencer,NA,1990,81,25.9,7.1,2.4,4.7,51.2,0,0,0,2.2,3.1,72.2,3.4,4.6,7.9,0.3,0.6,1.5,0.9,13.3,0,NA,C,23,1,NBA,MIN,0.581,0.003,0.661,14.1,21.8,17.7,1.6,1.2,3.7,13.5,11.7,3.5,2.1,5.6,0.128,-2.3,-0.4,-2.6,-0.3
454,Greg Foster,NA,1990,54,11.2,4.4,1.8,3.9,46,0,0.1,0,0.8,1.1,68.9,1,1.8,2.8,0.7,0.2,0.4,0.8,5.2,0,NA,PF,22,1,NBA,WSB,0.496,0.024,0.289,9.3,17.9,13.6,8.8,1,2.1,15.9,19.5,-0.1,0.7,0.6,0.046,-4.2,-0.3,-4.4,-0.4
457,Jayson Williams,NA,1990,52,9.8,3.5,1.4,3.1,44.7,0,0,50,0.7,1.1,66.1,0.8,1.3,2.1,0.3,0.2,0.1,0.8,3.4,0,NA,PF,22,1,NBA,PHI,0.49,0.012,0.348,9.3,15.2,12.3,4.7,0.9,0.7,17.7,19.4,-0.4,0.4,0.1,0.006,-5.8,-1.9,-7.7,-0.7
458,Jerrod Mustaf,NA,1990,62,13.3,4.3,1.7,3.7,46.5,0,0,0,0.9,1.4,64.4,0.8,1.9,2.7,0.6,0.2,0.2,1,4.6,0,NA,PF,21,1,NBA,NYK,0.503,0.004,0.382,7.3,16.1,11.8,6.2,0.9,1,18.6,17.3,-0.4,0.8,0.4,0.022,-4.4,-0.6,-5,-0.6
459,Jud Buechler,NA,1990,74,11.6,3.1,1.3,3.1,41.6,0,0.1,25,0.6,0.9,65.2,0.8,1.1,1.9,0.7,0.5,0.2,0.3,3.9,0,NA,SF,22,1,NBA,NJN,0.455,0.018,0.292,7.2,10.2,8.6,8.2,1.9,1,9.3,13.1,0.4,0.8,1.2,0.065,-2.3,0.2,-2.1,0
460,Keith Askins,NA,1990,39,6.8,2.2,0.9,2.1,42,0.2,0.6,24,0.3,0.6,48,0.8,1,1.7,0.5,0.4,0.3,0.3,3.4,0,NA,SF,23,1,NBA,MIA,0.467,0.309,0.309,12.4,16.2,14.3,10.2,2.9,3,10.7,15.8,0.2,0.4,0.6,0.103,-1.1,1,-0.2,0.1
461,Kendall Gill,NA,1990,82,23.7,11,4.6,10.2,45,0,0.2,14.3,1.9,2.2,83.5,1.3,1.9,3.2,3.7,1.3,0.5,2,11.7,0,NA,SG,22,1,NBA,CHH,0.494,0.017,0.218,6,9.6,7.8,24.5,2.6,1.2,15.1,23.6,0.2,1.6,1.8,0.044,0.3,0.4,0.7,1.3
462,Kennard Winchester,NA,1990,64,9.5,3.7,1.5,3.8,40,0.1,0.3,40,0.5,0.7,77.8,0.5,0.5,1,0.4,0.3,0.2,0.5,2.7,0,NA,SF,24,1,NBA,HOU,0.451,0.082,0.184,6,5.8,5.9,5.9,1.3,1.3,10.2,20,-0.1,0.6,0.5,0.038,-3.5,-0.6,-4.1,-0.3
463,Kenny Williams,NA,1990,75,7,2.9,1.2,2.4,52,0,0,0,0.5,0.7,68,0.7,1,1.7,0.4,0.1,0.4,0.6,3.7,0,NA,PF,21,1,NBA,IND,0.547,0.017,0.279,12.6,15.8,14.3,8.5,1,3.5,16.9,19.3,0.4,0.4,0.7,0.068,-1.6,-0.9,-2.5,-0.1
464,Kevin Pritchard,NA,1990,62,12.5,3.9,1.4,3.7,38.4,0.1,0.5,16.1,1,1.2,80.5,0.3,0.8,1,1.3,0.5,0.1,0.9,3.4,0,NA,PG,23,1,NBA,GSW,0.462,0.135,0.336,2.3,7,4.6,13.3,1.8,0.6,18.3,16.6,-0.5,0.4,-0.2,-0.012,-4.2,-0.8,-5,-0.6
465,Larry Robinson,NA,1990,36,11.8,3.9,1.7,4.2,41.3,0,0,0,0.4,0.8,55.6,0.8,0.6,1.4,1,0.4,0,0.8,3.2,0,NA,SG,23,1,NBA,TOT,0.429,0.007,0.18,7.5,5.7,6.6,11.4,1.8,0.1,14.3,18.2,-0.4,0.2,-0.1,-0.016,-3.8,-0.9,-4.8,-0.3
468,Mahmoud Abdul-Rauf,NA,1990,67,22.5,14.1,6.2,15.1,41.3,0.4,1.5,24,1.3,1.5,85.7,0.5,1.3,1.8,3.1,0.8,0.1,1.6,9.1,0,NA,PG,21,1,NBA,DEN,0.448,0.099,0.097,1.9,6,3.8,19.2,1.5,0.1,9.5,27.2,-0.7,-0.3,-1,-0.031,-2,-3,-5,-1.1
469,Marcus Liberty,NA,1990,76,15.4,6.7,2.8,6.8,42.1,0.2,0.8,29.8,0.8,1.2,63,1.5,1.4,2.9,0.8,0.6,0.3,0.9,6,0,NA,SF,22,1,NBA,DEN,0.458,0.111,0.179,8.6,9.3,8.9,6.8,1.7,0.9,11.4,18.8,-0.1,0.1,-0.1,-0.004,-2.4,-2.1,-4.5,-0.7
470,Mario Elie,NA,1990,33,19.5,7.2,2.4,4.8,49.7,0.1,0.3,40,2.3,2.7,84.3,1.4,1.9,3.3,1.4,0.6,0.3,0.9,9,0,NA,SF-SG,27,1,NBA,TOT,0.598,0.063,0.56,7.9,10.9,9.4,9,1.4,0.9,13.1,14.2,1.3,0.3,1.6,0.122,0.3,-0.5,-0.2,0.3
471,Richard Coffey,NA,1990,52,6.2,1.3,0.5,1.4,37.3,0,0,0,0.2,0.4,54.5,0.8,0.7,1.5,0.1,0.1,0.1,0.1,1.9,0,NA,SF,25,1,NBA,MIN,0.402,0.013,0.293,14.3,14.4,14.3,1.3,1,0.8,5.6,12.1,0.1,0.1,0.2,0.037,-3.9,-3.1,-7,-0.4
472,Rick Calloway,NA,1990,64,10.6,3.2,1.2,3,39.1,0,0,0,0.9,1.2,69.6,0.4,0.8,1.2,1,0.3,0.1,0.8,2.8,0,NA,SG,24,1,NBA,SAC,0.452,0.01,0.411,4.1,9.1,6.5,13.4,1.6,0.7,18.4,17.9,-0.8,0.4,-0.3,-0.025,-5.7,-0.9,-6.6,-0.8
473,Rumeal Robinson,NA,1990,47,14.3,5.6,2.3,5.1,44.6,0,0.2,18.2,1,1.7,58.8,0.4,1.1,1.5,2.8,0.7,0.2,1.6,5.6,0,NA,PG,24,1,NBA,ATL,0.478,0.045,0.331,3.1,8.5,5.8,28.5,2.3,0.7,21.5,21.6,-0.5,0.5,-0.1,-0.004,-2.1,-0.9,-3,-0.2
474,Scott Williams,NA,1990,51,6.6,2.5,1,2,51,0,0,50,0.4,0.5,71.4,0.8,1.1,1.9,0.3,0.2,0.3,0.5,3.6,0,NA,PF,22,1,NBA,CHI,0.546,0.019,0.269,14.9,19.3,17.1,6.2,1.8,2.4,16.5,17.7,0.4,0.5,0.9,0.129,-2.2,-0.5,-2.7,-0.1
475,Sean Higgins,NA,1990,50,9.3,4.5,1.9,4.2,45.8,0.1,0.4,15.8,0.6,0.7,84.8,0.4,0.9,1.3,0.7,0.2,0,1,3.3,0,NA,SF,22,1,NBA,SAS,0.497,0.09,0.156,4.5,10.2,7.5,11.6,0.8,0.1,17.8,24.8,-0.5,0.5,0,0,-4.4,-2.1,-6.5,-0.5
476,Steve Henson,NA,1990,68,10.1,3.1,1.2,2.8,41.8,0.3,0.8,33.3,0.6,0.6,90.5,0.2,0.5,0.8,1.9,0.5,0,0.6,4,0,NA,PG,22,1,NBA,MIL,0.516,0.286,0.222,2.4,6.5,4.4,26.2,2.3,0,17.2,15.6,0.7,0.6,1.2,0.085,-1.5,-0.1,-1.6,0.1
477,Steve Scheffler,NA,1990,39,5.8,1.5,0.5,1,51.3,0,0,0,0.5,0.5,90.5,0.5,0.6,1.2,0.2,0.1,0.1,0.1,2.5,0,NA,C,23,1,NBA,CHH,0.612,0,0.538,10.3,12.5,11.4,5.3,1.3,0.5,7.7,9.8,0.5,0.1,0.6,0.132,-0.2,-0.9,-1.1,0
478,Tate George,NA,1990,56,10.6,3.4,1.4,3.4,41.5,0,0,0,0.6,0.7,80,0.3,0.5,0.8,1.9,0.5,0.1,0.8,3.8,0,NA,PG,22,1,NBA,NJN,0.456,0.01,0.207,3.2,5.1,4.1,25,2,0.5,16.6,17.1,0,0.4,0.4,0.032,-2.7,-0.9,-3.6,-0.2
479,Terry Mills,NA,1990,55,14.9,5.7,2.4,5.2,46.5,0,0.1,0,0.9,1.2,71.2,1.5,2.7,4.2,0.6,0.6,0.5,0.8,7.7,0,NA,PF,23,1,NBA,TOT,0.497,0.014,0.229,9.5,19.3,14.1,5.5,1.9,2,11.9,16.8,0.4,0.9,1.3,0.078,-2.1,-0.5,-2.7,-0.1
480,Tony Smith,NA,1990,64,10.9,3.7,1.5,3.4,44.1,0,0.1,0,0.6,0.9,70.2,0.4,0.7,1.1,2.1,0.4,0.2,1.1,4.2,0,NA,SG,22,1,NBA,LAL,0.477,0.032,0.259,4.2,7.5,5.9,27.6,2.1,1,22,19.7,-0.3,0.8,0.5,0.037,-2.6,0.4,-2.2,0
481,Travis Mays,NA,1990,64,33.5,14.3,4.6,11.3,40.6,1.1,3.1,36.5,4,5.2,77,0.8,1.9,2.8,4,1.3,0.2,2.5,12.1,0,NA,PG,22,1,NBA,SAC,0.526,0.272,0.457,2.8,6.7,4.7,18.3,1.9,0.3,15.5,21,0.8,1.3,2.1,0.047,-0.8,-1.1,-1.9,0
482,Tyrone Hill,NA,1990,74,16.1,5.3,2,4,49.2,0,0,0,1.3,2.1,63.2,2.1,3.1,5.2,0.3,0.5,0.4,1,7.8,0,NA,PF,22,1,NBA,GSW,0.533,0,0.508,14.5,20.9,17.7,2.1,1.3,1.5,16.4,14.7,0.9,1.1,2.1,0.084,-3.3,-1.4,-4.7,-0.8
483,Willie Burton,NA,1990,76,25.4,12,4.5,10.2,44.1,0.1,0.4,13.3,3,3.9,78.2,1.5,2,3.4,1.4,0.9,0.3,1.9,9.7,0,NA,SF,22,1,NBA,MIA,0.507,0.039,0.379,6.3,8.9,7.6,8.5,1.8,0.8,13.8,22.1,0.5,1.6,2.1,0.052,-2.8,-0.7,-3.4,-0.7
484,Billy Owens,NA,1991,80,31.4,14.3,5.9,11.1,52.5,0,0.1,11.1,2.6,3.9,65.4,3,5,8,2.4,1.1,0.8,2.2,17.7,0,NA,PF,22,1,NBA,GSW,0.555,0.01,0.35,10.8,17,13.9,9.8,1.7,1.5,14.8,19.3,3.3,2.3,5.6,0.107,0.4,-0.4,0,1.3
486,Carl Herrera,NA,1991,43,13.2,4.4,1.9,3.7,51.6,0,0,0,0.6,1,56.8,0.8,1.5,2.3,0.6,0.4,0.6,0.9,5.2,0,NA,PF,25,1,NBA,HOU,0.529,0.006,0.273,6.7,12.7,9.7,7.1,1.4,2.6,17,16.7,-0.1,0.6,0.5,0.045,-3,0,-3,-0.1
487,Charles Thomas,NA,1991,36,4.3,1.3,0.5,1.4,35.3,0.1,0.5,11.8,0.3,0.4,66.7,0.2,0.4,0.6,0.6,0.1,0,0.5,1.2,0,NA,SG,22,1,NBA,DET,0.417,0.333,0.294,4.4,11.5,8,20.4,1.3,0.4,22.8,21,-0.3,0.2,-0.1,-0.042,-6.4,-0.8,-7.2,-0.2
488,Chris Corchiani,NA,1991,51,14.5,5,1.5,3.8,39.9,0.2,0.7,27,1.8,2,87.5,0.4,1.2,1.5,2.8,0.9,0,1.4,6.2,0,NA,PG,23,1,NBA,ORL,0.534,0.192,0.539,2.6,9.3,5.9,26.7,3,0.2,23.7,17.5,0.2,0.6,0.9,0.056,-2.5,0.7,-1.8,0
490,Corey Crowder,NA,1991,51,6.4,2.2,0.8,2.2,38.4,0.3,0.6,43.3,0.3,0.4,83.3,0.3,0.5,0.8,0.3,0.1,0,0.3,1.9,0,NA,SF,22,1,NBA,UTA,0.475,0.268,0.161,5.8,8.2,7.1,7.2,1.1,0.4,9.8,17.5,0.1,0.3,0.4,0.053,-2.6,-1.1,-3.7,-0.1
491,Dale Davis,NA,1991,64,20.3,6.2,2.4,4.4,55.2,0,0,0,1.4,2.4,57.2,2.5,3.9,6.4,0.5,0.4,1.2,0.8,10.9,0,NA,PF,22,1,NBA,IND,0.571,0.004,0.545,14.2,20.3,17.4,3,1,3.4,12.4,12.7,1.9,1.5,3.4,0.126,-0.9,-0.4,-1.3,0.2
492,David Benoit,NA,1991,77,15.1,5.6,2.3,4.9,46.7,0,0.2,21.4,1.1,1.3,81,1.4,2.5,3.8,0.4,0.3,0.6,0.9,7,0,NA,SF,23,1,NBA,UTA,0.518,0.037,0.267,10.7,17.7,14.4,4.2,0.8,2.3,14.5,18.2,0.5,1.5,2,0.085,-2.1,-0.7,-2.9,-0.3
493,Dikembe Mutombo,2015,1991,71,38.3,16.6,6,12.2,49.3,0,0,0,4.5,7,64.2,4.5,7.8,12.3,2.2,0.6,3,3.5,22.3,1,NA,C,25,1,NBA,DEN,0.54,0,0.575,11.9,23.3,17.3,8.6,0.8,4.8,18.8,20.1,1.3,3.6,4.8,0.086,-0.6,0.6,0,1.4
494,Donald Hodge,NA,1991,51,20.7,8.4,3.2,6.4,49.7,0,0,0,2,2.9,66.7,2.3,3.1,5.4,0.8,0.5,0.5,1.5,9.8,0,NA,PF,22,1,NBA,DAL,0.541,0,0.457,11.5,16.3,13.8,5.8,1.2,1.3,16,19.1,0.7,0.8,1.5,0.069,-1.3,-1.2,-2.5,-0.1
495,Doug Lee,NA,1991,46,6.7,2.6,1.1,2.5,43.1,0.2,0.8,27,0.2,0.4,52.6,0.4,0.4,0.8,0.5,0.2,0,0.3,2.2,0,NA,SG,27,1,NBA,NJN,0.482,0.319,0.164,5.7,6.4,6,10,1.8,0.2,8.8,17.8,0.3,0.2,0.4,0.067,-2.5,-1,-3.4,-0.1
497,Elliot Perry,NA,1991,50,8.7,2.5,1,2.6,38,0,0.1,14.3,0.5,0.8,65.9,0.3,0.5,0.8,1.6,0.7,0.1,1,2.7,0,NA,PG,22,1,NBA,TOT,0.428,0.054,0.318,3.4,6.3,4.8,22.6,3.7,0.4,25.4,18.4,-0.8,0.4,-0.4,-0.046,-4.5,0.3,-4.2,-0.2
498,Eric Murdock,NA,1991,50,9.6,4.1,1.5,3.7,41.5,0.1,0.5,19.2,0.9,1.2,75.4,0.4,0.7,1.1,1.8,0.6,0.1,1,4.3,0,NA,PG,23,1,NBA,UTA,0.484,0.142,0.333,5.2,7.4,6.4,27.9,3.2,0.9,19.2,23.4,-0.1,0.7,0.6,0.056,-1.3,0.6,-0.7,0.2
500,Greg Sutton,NA,1991,67,9,3.7,1.4,3.6,38.8,0.4,1.3,29.2,0.5,0.7,75.6,0.1,0.6,0.7,1.4,0.4,0.1,1,2.9,0,NA,PG,24,1,NBA,SAS,0.473,0.371,0.188,1.1,7.4,4.3,21.7,2.2,0.9,21.2,23.1,-0.8,0.8,-0.1,-0.006,-4.9,-0.2,-5.2,-0.5
501,John Turner,NA,1991,42,8.2,2.8,1,2.3,43.9,0,0,0,0.7,1.4,52.5,0.9,1,1.9,0.3,0.1,0.1,0.8,2.4,0,NA,SF,24,1,NBA,HOU,0.472,0,0.602,12.6,12.6,12.6,5,0.9,0.7,20.5,19.6,-0.4,0.3,-0.1,-0.021,-5,-2.9,-7.9,-0.5
502,Kenny Anderson,NA,1991,64,17,7,2.9,7.5,39,0,0.2,23.1,1.1,1.5,74.5,0.6,1.4,2,3.2,1.1,0.1,1.5,6.9,0,NA,PG,21,1,NBA,NJN,0.43,0.027,0.204,3.6,9,6.2,26.5,3,0.5,15.6,22.9,-0.6,1.1,0.5,0.022,-1.7,-0.1,-1.8,0.1
503,Kevin Brooks,NA,1991,37,7.3,2.8,1.2,2.6,44.3,0.1,0.3,18.2,0.5,0.6,81,0.4,0.7,1.1,0.3,0.2,0.1,0.5,2.4,0,NA,SF,22,1,NBA,DEN,0.494,0.113,0.216,4.9,11,7.8,6.1,1.4,0.5,14.5,18.7,0,0.2,0.1,0.025,-2.4,-1.3,-3.8,-0.1
506,Larry Johnson,NA,1991,82,37.2,19.2,7.5,15.3,49,0.1,0.3,22.7,4.1,5,82.9,3.9,7,11,3.6,1,0.6,1.9,24.7,0,1969,PF,22,1,NBA,CHH,0.548,0.017,0.325,11.2,20.7,15.9,13.5,1.3,1,10,21.2,6.4,2.5,8.9,0.14,2.4,-1,1.4,2.6
