index,Name.x,Hall.of.Fame.Class,Year.Drafted,RGP,RMIN,RPTS,RFGM,RFGA,RFG.,RX3P.Made,RX3PA,RX3P.,RFTM,RFTA,RFT.,ROREB,RDREB,RREB,RAST,RSTL,RBLK,RTOV,REFF,HOF,birth_year,pos,age,experience,lg,tm,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
759,Tariq Abdul-Wahad,NA,1997,59,16.3,6.4,2.4,6.1,40.3,0.1,0.3,21.1,1.4,2.1,67.2,0.7,1.2,2,0.9,0.6,0.2,1.1,4.6,0,NA,SG,23,1,NBA,SAC,0.456,0.053,0.35,5,8.6,6.7,8.9,1.9,0.9,13.6,22.1,-0.8,0.6,-0.2,-0.008,-3.6,-1.2,-4.8,-0.7
760,Tim Duncan,2020,1997,82,39.1,21.1,8.6,15.7,54.9,0,0.1,0,3.9,5.9,66.2,3.3,8.6,11.9,2.7,0.7,2.5,3.4,26.5,1,NA,PF,21,1,NBA,SAS,0.577,0.008,0.375,10.5,23.8,17.6,13.7,0.9,4.5,15.7,26,5.6,7.2,12.8,0.192,2.5,2,4.6,5.3
761,Tim Thomas,NA,1997,77,23.1,11,4,8.9,44.7,0.8,2.2,36.3,2.2,3,74,1.4,2.4,3.7,1.2,0.7,0.2,1.5,9.6,0,NA,SF,20,1,NBA,PHI,0.538,0.25,0.338,6.9,11.8,9.3,9.3,1.6,0.7,13.1,22.8,2.1,1.3,3.4,0.091,0.7,-1.2,-0.5,0.7
762,Tony Battie,NA,1997,65,23.2,8.4,3.6,8.1,44.6,0,0.2,21.4,1.1,1.6,70.2,2.1,3.3,5.4,0.9,0.8,1.1,1.5,10.1,0,NA,PF,21,1,NBA,DEN,0.477,0.027,0.198,10.5,17.2,13.7,7.6,1.9,3.4,14.7,20.2,-0.3,0.8,0.5,0.015,-2.5,-1.3,-3.9,-0.7
763,Tracy McGrady,NA,1997,64,18.4,7,2.8,6.2,45,0.2,0.6,34.1,1.2,1.7,71.2,1.6,2.6,4.2,1.5,0.8,0.9,1,9.5,0,NA,SF,18,1,NBA,TOR,0.505,0.103,0.279,9.6,16.2,12.8,14,2.2,3.6,12.9,19.1,1.3,0.7,2,0.081,1.3,-0.7,0.6,0.8
765,Zydrunas Ilgauskas,NA,1997,82,29,13.9,5.5,10.7,51.8,0,0,25,2.8,3.7,76.2,3.4,5.4,8.8,0.9,0.6,1.6,1.8,18,0,NA,C,22,1,NBA,CLE,0.564,0.005,0.345,14.6,22.6,18.6,5.7,1.2,4.3,12.6,22.4,4.5,4.9,9.4,0.189,1,0.5,1.4,2.1
766,Andrae Patterson,NA,1998,35,8.1,3.3,1.2,2.8,44.3,0,0.1,0,0.8,1,77.8,0.9,1,1.9,0.4,0.5,0.2,0.6,3.9,0,NA,PF,23,1,NBA,MIN,0.505,0.052,0.371,11,14.9,12.8,8.6,3.5,1.9,16.3,20.9,0.2,0.5,0.7,0.114,-3.3,1.4,-1.9,0
767,Antawn Jamison,NA,1998,47,22.5,9.6,3.8,8.4,45.2,0.1,0.2,30,1.9,3.3,58.8,2.8,3.6,6.4,0.7,0.8,0.3,1.4,10.4,0,NA,SF,22,1,NBA,GSW,0.487,0.025,0.388,12.9,17.6,15.2,5.9,1.9,1.1,12.8,22.2,0.9,1.4,2.3,0.105,0.4,-0.4,0,0.5
768,Brad Miller,NA,1998,38,12.3,6.3,2.1,3.6,56.5,0,0.1,50,2.1,2.7,79.4,0.9,2.2,3.1,0.6,0.2,0.5,0.8,7.7,0,NA,C,22,1,NBA,CHH,0.651,0.014,0.739,9.2,19.8,14.7,9,1,2.8,14.9,21.7,1.6,0.5,2.1,0.22,1.6,0,1.6,0.4
771,Corey Benjamin,NA,1998,31,10.3,3.8,1.4,3.8,37.6,0.1,0.5,21.4,0.9,1.3,67.5,0.5,0.8,1.3,0.3,0.3,0.3,0.7,2.6,0,NA,PG,20,1,NBA,CHI,0.438,0.12,0.342,5.3,9.7,7.4,6.3,1.9,1.9,13.5,22.9,-0.4,0.3,-0.2,-0.023,-5.1,-0.9,-6,-0.3
772,Cory Carr,NA,1998,42,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75,0.2,1,1.2,1.6,0.5,0.2,1.1,2.7,0,NA,SG,23,1,NBA,CHI,0.372,0.139,0.148,1.4,8.2,4.6,20.2,1.8,0.9,16.7,20.8,-1.6,0.4,-1.2,-0.089,-6.7,-1.5,-8.2,-1
773,Cuttino Mobley,NA,1998,49,29.7,9.9,3.5,8.3,42.5,1.1,3,35.8,1.8,2.2,81.8,0.4,1.8,2.3,2.5,0.9,0.5,1.6,9.3,0,NA,PG,23,1,NBA,HOU,0.537,0.365,0.272,1.9,6.7,4.5,13.7,1.6,1.1,14.8,17.2,1.6,0.8,2.3,0.077,-0.6,-0.4,-1.1,0.4
774,Damon Jones,NA,1998,24,14.3,5.2,1.8,5,36.1,1,2.6,40.3,0.6,0.7,82.4,0.3,1.6,1.8,1.8,0.5,0,0.7,5.3,0,NA,PG,22,1,NBA,TOT,0.494,0.521,0.143,1.9,12.8,7.2,20.1,2,0,11.8,18.5,0.4,0.3,0.7,0.095,0.4,0.1,0.5,0.2
780,Jason Williams,NA,1998,50,36.1,12.8,4.6,12.3,37.4,2,6.5,31,1.6,2.1,75.2,0.3,2.8,3.1,6,1.9,0,2.9,12.7,0,NA,PG,23,1,NBA,SAC,0.483,0.524,0.17,0.8,8.1,4.5,25.2,2.6,0,17.7,19.1,0.7,1.3,2.1,0.055,-0.6,-0.3,-1,0.5
781,Jelani McCoy,NA,1998,26,12.7,5.1,2.2,2.9,73.7,0,0,0,0.8,1.6,50,1,2,3,0.2,0.4,0.8,0.4,7.5,0,NA,C,21,1,NBA,SEA,0.704,0,0.553,9.3,18.3,13.8,2.2,1.8,4.5,9.6,14.3,1.1,0.3,1.4,0.201,2,0.5,2.5,0.4
782,Keon Clark,NA,1998,28,14.6,3.3,1.3,2.9,45,0,0,0,0.8,1.3,56.8,1.3,2.1,3.4,0.4,0.4,1.1,0.8,5.7,0,NA,C,23,1,NBA,DEN,0.483,0.013,0.463,9.9,17.5,13.6,4,1.3,5.4,17.9,13,0.1,0.2,0.2,0.029,-3,0,-3,-0.1
783,Kornel David,NA,1998,50,18,6.2,2.2,4.9,44.9,0,0,0,1.8,2.2,81.1,1.4,2.1,3.5,0.8,0.5,0.3,1,7.2,0,NA,SF,27,1,NBA,CHI,0.528,0.004,0.457,8.8,14.2,11.3,8.6,1.4,1.4,14.1,17.7,1,0.7,1.7,0.09,-1.5,-0.9,-2.4,-0.1
784,Larry Hughes,NA,1998,50,19.8,9.1,3.4,8.3,41.1,0.2,1,15.4,2.1,3,70.9,1.7,2.1,3.8,1.5,0.9,0.3,1.4,8.5,0,NA,PG,20,1,NBA,PHI,0.474,0.126,0.365,9.6,12.7,11.1,15.3,2.4,1.1,12.4,25.2,0.9,1.5,2.4,0.117,1.3,0.2,1.5,0.9
785,Marlon Garnett,NA,1998,24,8.5,2.1,0.6,2.1,29.4,0.3,1,26.1,0.6,0.8,75,0.1,0.8,0.9,0.8,0.2,0,0.5,1.8,0,NA,PG,23,1,NBA,BOS,0.426,0.451,0.392,1.6,10.2,5.8,13,1.3,0.4,16.7,15.6,-0.1,0.1,0,0.002,-4,-0.9,-4.9,-0.2
787,Michael Dickerson,NA,1998,50,31.2,10.9,4.3,9.2,46.5,1.4,3.3,43.3,0.9,1.4,63.9,0.5,1.1,1.7,1.9,0.5,0.2,1.3,8.5,0,NA,SG,23,1,NBA,HOU,0.554,0.355,0.156,2.1,4,3.1,10.4,0.9,0.5,11.8,16.9,2,0.2,2.2,0.069,-0.4,-1.7,-2.1,0
788,Michael Doleac,NA,1998,49,15.9,6.2,2.6,5.4,46.8,0,0,0,1.1,1.6,67.5,1.3,1.7,3,0.4,0.4,0.3,0.5,6.4,0,NA,C,21,1,NBA,ORL,0.503,0,0.3,9.7,12.4,11,4.8,1.3,1.6,7.9,19.1,1.2,1.1,2.2,0.138,-2.2,-0.1,-2.3,0
789,Michael Olowokandi,NA,1998,45,28.4,8.9,3.8,8.9,43.1,0,0,0,1.3,2.6,48.3,2.7,5.3,7.9,0.6,0.6,1.2,1.9,10.9,0,NA,C,23,1,NBA,LAC,0.445,0,0.296,10.5,23.2,16.5,3.4,1.1,3.2,15.9,19,-0.8,0.5,-0.3,-0.01,-2.9,-2.1,-5,-1
790,Mike Bibby,NA,1998,50,35.2,13.2,5.2,12.1,43,0.3,1.5,20.3,2.5,3.4,75.1,0.6,2.1,2.7,6.5,1.6,0.1,2.9,13.5,0,NA,PG,20,1,NBA,VAN,0.487,0.122,0.279,2,7.2,4.6,35.1,2.4,0.2,17.7,21.5,1.1,0.2,1.3,0.035,-0.2,-1.6,-1.8,0.1
791,Nazr Mohammed,NA,1998,26,4.7,1.6,0.6,1.6,35.7,0,0,0,0.5,0.8,57.1,0.7,0.7,1.4,0.1,0.2,0.1,0.5,1.6,0,NA,C,21,1,NBA,PHI,0.41,0,0.5,17,18.6,17.8,3,2.2,2.6,19,23.7,-0.2,0.2,0,0.013,-5.8,-1.7,-7.5,-0.2
792,Pat Garrity,NA,1998,39,13.8,5.6,2.2,4.4,50,0.2,0.5,38.9,1,1.4,71.4,0.7,1.3,1.9,0.5,0.2,0.1,0.5,5.1,0,NA,PF,22,1,NBA,PHO,0.557,0.106,0.329,5.5,10.8,8.1,5.7,0.8,0.4,9.3,18.4,0.9,0.2,1.1,0.101,-1.1,-1.9,-3,-0.1
794,Peja Stojakovic,NA,1998,48,21.4,8.4,2.9,7.8,37.8,1.2,3.7,32,1.3,1.5,85.1,0.9,2.1,3,1.5,0.8,0.1,1.1,7.7,0,NA,SF,21,1,NBA,SAC,0.496,0.477,0.198,4.4,10.2,7.4,10.8,2,0.4,11.6,19.1,1,0.7,1.7,0.081,0.5,-0.5,0.1,0.5
795,Ricky Davis,NA,1998,46,12.1,4.5,1.8,4.3,40.5,0,0.3,16.7,1,1.3,76.3,0.9,1,1.8,1.3,0.7,0.1,1.2,4.4,0,NA,SG,19,1,NBA,CHH,0.462,0.06,0.295,8.9,8.9,8.9,19.2,2.9,0.9,19.3,23.8,-0.4,0.5,0.2,0.015,-1.6,-0.5,-2.1,0
796,Robert Traylor,NA,1998,49,16,5.3,2.2,4.1,53.7,0,0,0,0.9,1.6,53.8,1.6,2.1,3.7,0.8,0.9,0.9,0.9,8.1,0,NA,C,21,1,NBA,MIL,0.548,0.005,0.398,12.5,15.4,14,8.2,3.1,4.6,15.1,16.9,1.3,1.2,2.5,0.152,-0.8,1.7,0.9,0.6
797,Roshown McLeod,NA,1998,34,10.2,4.8,1.8,4.8,38,0,0.3,10,1.1,1.3,82.2,0.4,1.1,1.5,0.4,0.1,0,0.7,2.9,0,NA,SF,23,1,NBA,ATL,0.443,0.061,0.276,4.1,12.7,8.4,8.8,0.3,0.2,11.2,27.8,-0.1,0.4,0.3,0.035,-2.8,-2,-4.8,-0.2
801,Vince Carter,NA,1998,50,35.2,18.3,6.9,15.3,45,0.4,1.3,28.8,4.1,5.4,76.1,1.9,3.8,5.7,3,1.1,1.5,2.2,17.6,0,NA,SF,22,1,NBA,TOR,0.516,0.086,0.35,6.1,12.6,9.3,17.2,1.7,3.3,11.1,25.6,3.6,1.4,5,0.136,3.1,-0.4,2.8,2.1
802,Vladimir Stepania,NA,1998,23,13.6,5.5,2.3,5.4,42.4,0,0.1,0,0.9,1.7,52.5,1.2,2.1,3.3,0.5,0.4,1,1.4,5.4,0,NA,C,22,1,NBA,SEA,0.445,0.024,0.32,9.8,17.9,13.8,6.9,1.7,5.5,18.3,25.3,-0.5,0.3,-0.1,-0.022,-6,-0.2,-6.2,-0.3
803,Adrian Griffin,NA,1999,72,26.8,6.7,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,1.8,3.4,5.2,2.5,1.6,0.2,1.3,11,0,NA,SG,25,1,NBA,BOS,0.503,0.138,0.383,7.2,15.2,11,13.4,3.1,0.6,16.2,13,1.8,2.1,3.9,0.098,-0.9,1.4,0.6,1.3
804,Andre Miller,NA,1999,82,25.5,11.1,4.1,9.2,44.9,0.1,0.6,20.4,2.8,3.6,77.4,1,2.4,3.4,5.8,1,0.2,2,13.7,0,NA,PG,23,1,NBA,CLE,0.517,0.065,0.387,4.5,10.5,7.5,38.7,2,0.6,15.8,21.8,3.5,1.8,5.3,0.122,1.9,0,1.9,2.1
805,Anthony Carter,NA,1999,79,23.5,6.3,2.5,6.4,39.5,0,0.3,13,1.2,1.6,75,0.6,1.9,2.5,4.8,1.2,0.1,2.2,8.4,0,NA,PG,24,1,NBA,MIA,0.442,0.045,0.244,3.1,9,6.2,31.7,2.7,0.2,23.5,18.5,-1,2.4,1.4,0.036,-3,0.2,-2.7,-0.4
806,Baron Davis,NA,1999,82,18.6,5.9,2.2,5.3,42,0.3,1.4,22.5,1.2,1.9,63.4,0.6,1.4,2,3.8,1.2,0.2,1.7,7.7,0,NA,PG,20,1,NBA,CHH,0.486,0.256,0.353,3.6,8.4,6.1,32.6,3.3,0.9,21.9,18.9,-0.1,2.2,2.1,0.065,-2,1.2,-0.8,0.5
807,Cal Bowdler,NA,1999,46,9.2,2.7,1.1,2.5,42.6,0,0,0,0.5,0.8,63.2,0.5,1.4,1.8,0.3,0.3,0.2,0.5,3.1,0,NA,SF,22,1,NBA,ATL,0.463,0.009,0.33,5.7,16.3,11,5.2,1.7,1.4,13.8,16,-0.1,0.3,0.2,0.027,-3.4,-0.3,-3.7,-0.2
808,Chris Herren,NA,1999,45,13.3,3.1,1,2.8,36.3,0.5,1.5,35.8,0.6,0.9,67.5,0.3,0.9,1.2,2.5,0.3,0,0.9,4.2,0,NA,PG,24,1,NBA,DEN,0.498,0.54,0.323,2.2,7.4,4.7,26.8,1.3,0.2,22.9,13.4,0.3,0.2,0.5,0.041,-2.4,-1.6,-4,-0.3
809,Chucky Atkins,NA,1999,82,19.8,9.5,3.8,9,42.4,0.7,2,35,1.2,1.6,72.9,0.2,1.3,1.5,3.7,0.6,0,1.7,8.1,0,NA,PG,25,1,NBA,ORL,0.489,0.22,0.179,1.3,7.1,4.2,30.9,1.6,0.1,15.1,24.3,1.1,1.3,2.4,0.072,0.6,-1.4,-0.8,0.5
810,Corey Maggette,NA,1999,77,17.8,8.4,2.9,6.1,47.8,0,0.1,18.2,2.5,3.4,75.1,1.6,2.3,3.9,0.8,0.3,0.3,1.8,7.9,0,NA,SF,20,1,NBA,ORL,0.553,0.023,0.557,9.8,14.3,12,7,0.9,1.3,19.1,22.1,1.2,1.4,2.6,0.091,-1.5,-1,-2.5,-0.2
813,Elton Brand,NA,1999,81,37,20.1,7.8,16.1,48.2,0,0,0,4.5,6.6,68.5,4.3,5.7,10,1.9,0.8,1.6,2.8,21.2,0,NA,PF,20,1,NBA,CHI,0.528,0.002,0.41,13.3,18.4,15.8,11.8,1.2,3.3,12.9,27,4.2,3.3,7.5,0.121,2.2,-0.9,1.3,2.5
816,Jason Terry,NA,1999,81,23.3,8.1,3.1,7.4,41.5,0.6,1.9,29.3,1.4,1.7,80.7,0.3,1.8,2,4.3,1.1,0.1,1.9,9.1,0,NA,PG,22,1,NBA,ATL,0.497,0.262,0.233,1.4,8.2,4.8,29.3,2.5,0.3,19.1,19.2,0.9,0.9,1.9,0.047,-0.4,-0.6,-1,0.5
817,Kenny Thomas,NA,1999,72,25,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66,2,4,6.1,1.6,0.8,0.3,1.6,10,0,NA,PF,22,1,NBA,HOU,0.477,0.23,0.394,9.4,17.7,13.6,9.8,1.5,0.8,15.2,18,0.6,1.6,2.2,0.058,-1.8,-0.8,-2.6,-0.3
819,Lari Ketner,NA,1999,22,6,1.5,0.6,1.5,40.6,0,0,0,0.4,0.5,66.7,0.5,1,1.5,0,0.2,0.1,0.5,2,0,NA,PF,22,1,NBA,TOT,0.456,0,0.375,10,19.2,14.5,1.4,1.5,1.7,21.2,15.8,-0.1,0.2,0,0.004,-5.6,-1.4,-7,-0.2
823,Obinna Ekezie,NA,1999,39,9,3.2,1.1,2.3,46.6,0,0,0,1.1,1.6,67.2,0.9,1.5,2.4,0.2,0.2,0.1,0.7,3.7,0,NA,PF,24,1,NBA,VAN,0.538,0,0.727,11.5,19.9,15.7,3.7,1.4,0.8,18.3,18.4,0.2,0.2,0.5,0.063,-3.1,-1.7,-4.8,-0.2
825,Richard Hamilton,NA,1999,71,19.3,9,3.6,8.5,42,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,6.3,0,NA,SG,21,1,NBA,WAS,0.482,0.127,0.22,3.1,7.7,5.4,13.7,1.1,0.3,11.2,24.2,0.4,0.3,0.7,0.024,-1.4,-2.2,-3.7,-0.6
828,Scott Padgett,NA,1999,47,9.2,2.6,0.9,3,31.4,0.3,0.9,29.5,0.4,0.6,70.4,0.5,1.4,1.9,0.5,0.3,0.2,0.5,2.7,0,NA,PF,23,1,NBA,UTA,0.395,0.314,0.193,6.9,17.7,12.4,8.9,1.7,1.4,12.7,18.6,-0.5,0.6,0.1,0.013,-4,-0.5,-4.5,-0.3
831,Todd MacCulloch,NA,1999,56,9.4,3.7,1.6,2.9,55.3,0,0,0,0.5,1,51.9,0.9,1.8,2.6,0.2,0.2,0.7,0.5,5.2,0,NA,C,24,1,NBA,PHI,0.557,0,0.335,9.9,20.8,15.3,4.2,1.1,5.1,12.3,17.5,0.7,1,1.7,0.15,-1.6,1.6,0,0.3
832,Vonteego Cummings,NA,1999,75,23.9,9.4,3.5,8.7,40.5,0.7,2,32.5,1.7,2.3,75.1,0.8,1.7,2.5,3.3,1.2,0.2,1.8,9,0,NA,PG,23,1,NBA,GSW,0.484,0.231,0.258,3.1,7.9,5.4,22.6,2.6,0.5,15.3,20.2,0.7,0.7,1.3,0.036,-1.2,-0.5,-1.7,0.2
834,William Avery,NA,1999,59,8.2,2.6,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0.7,1.5,0.2,0,0.7,2,0,NA,PG,20,1,NBA,MIN,0.391,0.348,0.199,1.9,7.8,4.8,26.2,1.5,0.3,17.6,22.3,-0.8,0.3,-0.5,-0.046,-4.3,-2,-6.3,-0.5
838,Dalibor Bagaric,NA,2000,35,7.4,1.3,0.5,1.9,26.2,0,0,0,0.4,0.8,46.4,0.6,1,1.6,0.3,0.3,0.5,0.6,1.5,0,NA,C,20,1,NBA,CHI,0.304,0.015,0.431,9.7,16.2,12.8,6.2,1.9,4.6,21.4,17.6,-0.9,0.2,-0.7,-0.121,-8.9,-1.2,-10,-0.5
839,Daniel Santiago,NA,2000,54,10.8,3.1,1.2,2.5,47.8,0,0,0,0.8,1.1,68.9,0.6,1.2,1.9,0.2,0.3,0.4,0.9,3.4,0,NA,C,24,1,NBA,PHO,0.528,0,0.455,6.7,13.3,9.9,3,1.5,2.6,22.6,16,-0.3,0.9,0.6,0.052,-5.8,1.1,-4.8,-0.4
842,DeShawn Stevenson,NA,2000,40,7.3,2.2,0.8,2.3,34.1,0,0.3,8.3,0.7,1,68.4,0.2,0.5,0.7,0.5,0.3,0.1,0.7,1.2,0,NA,SG,19,1,NBA,UTA,0.413,0.132,0.418,3.9,7.9,5.9,9.6,1.8,0.6,20.6,21.3,-0.6,0.2,-0.4,-0.071,-6,-1.7,-7.7,-0.4
843,Desmond Mason,NA,2000,78,19.5,5.9,2.4,5.6,43.1,0.2,0.9,26.9,0.9,1.2,73.6,0.9,2.3,3.2,0.8,0.5,0.3,0.7,6.5,0,NA,SF,23,1,NBA,SEA,0.483,0.153,0.207,5.5,13.3,9.4,6.5,1.3,1,10,15.8,1,0.8,1.7,0.055,-1.8,-1,-2.8,-0.3
844,Dragan Tarlac,NA,2000,43,13.9,2.4,0.9,2.3,39.4,0,0,0,0.6,0.8,75.8,0.9,2,2.8,0.7,0.2,0.4,0.9,4.1,0,NA,C,27,1,NBA,CHI,0.454,0,0.333,7.1,17.5,12.1,8.4,0.6,2.4,25.1,11.8,-0.4,0.2,-0.2,-0.016,-6.2,-1.1,-7.3,-0.8
845,Eddie House,NA,2000,50,11,5,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1,0.3,0,0.7,3.4,0,NA,PG,22,1,NBA,MIA,0.478,0.223,0.142,1.1,8,4.5,19.4,1.3,0,11.8,26.2,-0.2,0.6,0.4,0.035,-2.4,-0.9,-3.3,-0.2
846,Eduardo Najera,NA,2000,40,10.8,3.3,1.5,2.8,52.3,0,0.1,33.3,0.4,0.8,42.4,1,1.4,2.4,0.7,0.3,0.2,0.4,4.6,0,NA,PF,24,1,NBA,DAL,0.522,0.027,0.297,10.9,13.6,12.3,9.7,1.6,1.3,11.9,15,0.6,0.4,1.1,0.12,0.1,-0.2,-0.1,0.2
848,Hedo Turkoglu,NA,2000,74,16.8,5.3,1.9,4.5,41.2,0.4,1.2,32.6,1.2,1.5,77.7,0.7,2.2,2.8,0.9,0.7,0.3,0.7,6.3,0,NA,SF,21,1,NBA,SAC,0.509,0.257,0.334,4.4,13.6,9.1,8.3,2.1,1.3,12.5,15.6,1,1.8,2.8,0.106,-2,1.1,-0.9,0.4
851,Jamal Crawford,NA,2000,61,17.2,4.6,1.8,5,35.2,0.7,1.9,35,0.4,0.6,79.4,0.1,1.3,1.5,2.3,0.7,0.2,1.4,4.6,0,NA,PG,20,1,NBA,CHI,0.442,0.385,0.112,1,9.4,5,23,2.2,1,21,17.9,-1.3,0.4,-0.9,-0.043,-2.9,-1.5,-4.4,-0.6
853,Kenyon Martin,NA,2000,68,33.4,12,5.1,11.4,44.5,0,0.2,9.1,1.8,2.8,63,2,5.4,7.4,1.9,1.1,1.7,2,14.7,0,NA,PF,23,1,NBA,NJN,0.472,0.014,0.247,6.7,19,12.7,10.4,1.8,3.7,13.8,19.9,-0.4,2.5,2.1,0.044,-2.1,0.4,-1.7,0.2
854,Keyon Dooling,NA,2000,76,16.3,5.9,1.9,4.8,40.9,0.4,1.1,35,1.6,2.4,69.8,0.1,1.1,1.2,2.3,0.5,0.1,1.2,5.3,0,NA,PG,20,1,NBA,LAC,0.509,0.221,0.494,0.8,7.3,4.1,23.7,1.8,0.6,17.6,20,0.8,0.7,1.4,0.056,-1.5,-0.9,-2.5,-0.2
856,Lee Nailon,NA,2000,42,11.2,3.9,1.6,3.2,48.5,0,0,0,0.8,1,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,4.4,0,NA,SF,25,1,NBA,CHH,0.529,0.007,0.316,7.1,15.3,11.2,9.1,1,0.8,14.8,17.9,0.4,0.6,0.9,0.096,-2.5,-0.1,-2.6,-0.1
857,Marc Jackson,NA,2000,48,29.4,13.2,4.9,10.6,46.7,0.1,0.5,21.7,3.2,4,80.2,2.5,5,7.5,1.2,0.7,0.6,1.9,14.8,0,NA,C,26,1,NBA,GSW,0.534,0.045,0.378,8.3,19.8,13.6,7.3,1.2,1.4,13.6,20.5,1.9,0.7,2.6,0.089,-0.2,-1.4,-1.6,0.2
858,Marcus Fizer,NA,2000,72,21.9,9.5,3.9,9,43,0.1,0.5,25.6,1.6,2.2,72.7,1.1,3.3,4.3,1.1,0.4,0.3,1.7,8.1,0,NA,PF,22,1,NBA,CHI,0.476,0.06,0.249,5.5,18.5,11.8,9.4,1,0.9,14.7,24.7,-1.3,0.6,-0.7,-0.022,-3.3,-2.8,-6.1,-1.6
860,Mark Madsen,NA,2000,70,9.2,2,0.8,1.6,48.7,0,0,100,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,3.3,0,NA,PF,25,1,NBA,LAL,0.53,0.009,0.327,13.2,13.6,13.4,5.4,0.7,0.9,17.3,10.9,0.8,0.3,1.1,0.085,-2.9,-1.6,-4.5,-0.4
862,Mike Miller,NA,2000,82,29.1,11.9,4.5,10.3,43.6,1.8,4.4,40.7,1.1,1.6,71.1,0.8,3.2,4,1.7,0.6,0.2,1.2,11,0,NA,SF,20,1,NBA,ORL,0.541,0.431,0.151,3,12.4,7.6,9.7,1.1,0.6,9.7,18.5,3.3,1.9,5.3,0.106,0.7,-0.9,-0.2,1
864,Morris Peterson,NA,2000,80,22.6,9.3,3.6,8.4,43.1,0.8,2.1,38.2,1.3,1.8,71.7,1.4,1.8,3.2,1.3,0.8,0.3,1,8.7,0,NA,SG,23,1,NBA,TOR,0.507,0.245,0.215,6.8,9.4,8.1,9.6,1.8,0.8,9.6,20.1,2.3,1.3,3.6,0.096,0.1,-0.8,-0.7,0.5
865,Paul McPherson,NA,2000,55,10.8,4.8,2,3.9,50.5,0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,4.3,0,NA,PG,22,1,NBA,TOT,0.542,0.056,0.269,7,7.6,7.3,11.6,2.2,0.5,16.3,21,0.4,0.5,0.9,0.074,-1.6,-0.3,-1.9,0
866,Quentin Richardson,NA,2000,76,17.9,8.1,3.1,6.9,44.2,0.7,2,33.1,1.3,2.1,62.7,1.4,2,3.4,0.8,0.6,0.1,0.8,7.4,0,NA,SG,20,1,NBA,LAC,0.516,0.288,0.301,9.1,12.5,10.8,8.3,1.7,0.4,9.7,22.4,2.1,1,3,0.106,2,-1.1,0.8,0.9
867,Stephen Jackson,NA,2000,77,21.6,8.2,3.2,7.4,42.5,0.7,2,33.5,1.3,1.8,71.9,0.5,2.2,2.7,1.8,1.1,0.2,1.7,7.6,0,NA,SF,22,1,NBA,NJN,0.503,0.271,0.236,2.8,11.9,7.2,15.1,2.7,0.6,17.1,20.8,-0.4,1.3,0.9,0.026,-1.6,0.1,-1.6,0.2
868,Stromile Swift,NA,2000,80,16.4,4.9,1.9,4.2,45.1,0,0.1,0,1.1,1.8,60.3,1.4,2.2,3.6,0.4,0.8,1,0.8,6.8,0,NA,PF,21,1,NBA,VAN,0.487,0.012,0.416,9.6,15.1,12.4,3.5,2.5,4.3,13.8,16.2,0.2,1.6,1.9,0.069,-2.9,0.9,-2,0
871,Brandon Armstrong,NA,2001,35,5.6,1.8,0.8,2.4,31.8,0.1,0.5,29.4,0.1,0.3,50,0.3,0.2,0.5,0.2,0.2,0,0.2,0.7,0,NA,SG,21,1,NBA,NJN,0.358,0.2,0.118,5.7,3.5,4.6,6.5,1.9,0.4,8.2,22.3,-0.4,0.2,-0.2,-0.054,-7.4,-1.7,-9,-0.3
873,Carlos Arroyo,NA,2001,37,10,3,1.3,3,44.1,0,0.1,0,0.4,0.5,72.2,0.3,0.8,1.1,1.9,0.3,0,0.6,3.9,0,NA,PG,22,1,NBA,TOT,0.467,0.018,0.162,3.5,9,6.2,31.2,1.6,0.2,16.2,17.2,0.2,0.1,0.4,0.047,-1.8,-1.1,-2.9,-0.1
874,Earl Watson,NA,2001,64,15.1,3.6,1.5,3.3,45.3,0.3,0.7,36.4,0.4,0.6,63.9,0.5,0.8,1.3,2,0.9,0.1,0.8,5.1,0,NA,PG,22,1,NBA,SEA,0.507,0.208,0.17,3.9,6.2,5.1,18.8,3.4,0.4,18.3,13.4,0.7,0.8,1.5,0.076,-1.8,1.6,-0.2,0.4
875,Eddie Griffin,NA,2001,73,26,8.8,3.3,9.1,36.6,1.2,3.7,33,0.9,1.2,74.4,1.6,4.1,5.7,0.7,0.2,1.8,0.6,10.6,0,NA,PF,19,1,NBA,HOU,0.456,0.41,0.129,7,18.2,12.5,4.8,0.5,4.8,6.3,18.4,1,1.4,2.4,0.061,-0.3,-0.6,-0.9,0.5
