index,Name,Hall.of.Fame.Class,Year.Drafted,RGP,RMIN,RPTS,RFGM,RFGA,RFG.,RX3P.Made,RX3PA,RX3P.,RFTM,RFTA,RFT.,ROREB,RDREB,RREB,RAST,RSTL,RBLK,RTOV,REFF,HOF
762,Tony Battie,NA,1997,65,23.2,8.4,3.6,8.1,44.6,0,0.2,21.4,1.1,1.6,70.2,2.1,3.3,5.4,0.9,0.8,1.1,1.5,10.1,0
763,Tracy McGrady,NA,1997,64,18.4,7,2.8,6.2,45,0.2,0.6,34.1,1.2,1.7,71.2,1.6,2.6,4.2,1.5,0.8,0.9,1,9.5,0
764,Travis Williams,NA,1997,39,9.4,3.5,1.4,3.1,47.1,0,0,0,0.6,1.2,52.2,1.4,1,2.4,0.5,0.5,0.1,0.8,4,0
765,Zydrunas Ilgauskas,NA,1997,82,29,13.9,5.5,10.7,51.8,0,0,25,2.8,3.7,76.2,3.4,5.4,8.8,0.9,0.6,1.6,1.8,18,0
766,Andrae Patterson,NA,1998,35,8.1,3.3,1.2,2.8,44.3,0,0.1,0,0.8,1,77.8,0.9,1,1.9,0.4,0.5,0.2,0.6,3.9,0
767,Antawn Jamison,NA,1998,47,22.5,9.6,3.8,8.4,45.2,0.1,0.2,30,1.9,3.3,58.8,2.8,3.6,6.4,0.7,0.8,0.3,1.4,10.4,0
768,Brad Miller,NA,1998,38,12.3,6.3,2.1,3.6,56.5,0,0.1,50,2.1,2.7,79.4,0.9,2.2,3.1,0.6,0.2,0.5,0.8,7.7,0
769,Bryce Drew,NA,1998,34,13,3.5,1.4,3.8,36.4,0.5,1.4,32.7,0.2,0.2,100,0.1,0.9,0.9,1.5,0.3,0.1,0.9,3.1,0
770,Charles R. Jones,NA,1998,29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50,0.3,1.1,1.4,1.4,0.6,0.2,1,3.1,0
771,Corey Benjamin,NA,1998,31,10.3,3.8,1.4,3.8,37.6,0.1,0.5,21.4,0.9,1.3,67.5,0.5,0.8,1.3,0.3,0.3,0.3,0.7,2.6,0
772,Cory Carr,NA,1998,42,14.9,4.1,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75,0.2,1,1.2,1.6,0.5,0.2,1.1,2.7,0
773,Cuttino Mobley,NA,1998,49,29.7,9.9,3.5,8.3,42.5,1.1,3,35.8,1.8,2.2,81.8,0.4,1.8,2.3,2.5,0.9,0.5,1.6,9.3,0
774,Damon Jones,NA,1998,24,14.3,5.2,1.8,5,36.1,1,2.6,40.3,0.6,0.7,82.4,0.3,1.6,1.8,1.8,0.5,0,0.7,5.3,0
775,Dirk Nowitzki,NA,1998,47,20.4,8.2,2.9,7.1,40.5,0.3,1.4,20.6,2.1,2.7,77.3,0.9,2.6,3.4,1,0.6,0.6,1.6,7.4,0
776,Earl Boykins,NA,1998,22,10,3,1.4,3.6,38,0.1,0.8,16.7,0.1,0.1,66.7,0.3,0.5,0.8,1.5,0.3,0,0.9,2.3,0
777,Felipe Lopez,NA,1998,47,25.9,9.3,3.6,8.1,44.6,0.3,0.9,27.3,1.9,2.9,64.4,1.5,2.1,3.5,1.3,1,0.3,1.7,8.3,0
778,Gerald Brown,NA,1998,33,7.2,2.4,1,2.7,37.1,0.1,0.3,30,0.3,0.4,78.6,0.2,0.5,0.7,0.9,0.1,0,0.7,1.8,0
779,J.R. Henderson,NA,1998,30,11,3.2,1.2,3.2,36.5,0.1,0.2,40,0.8,1.5,55.6,0.7,0.9,1.6,0.7,0.3,0.1,0.6,2.7,0
780,Jason Williams,NA,1998,50,36.1,12.8,4.6,12.3,37.4,2,6.5,31,1.6,2.1,75.2,0.3,2.8,3.1,6,1.9,0,2.9,12.7,0
781,Jelani McCoy,NA,1998,26,12.7,5.1,2.2,2.9,73.7,0,0,0,0.8,1.6,50,1,2,3,0.2,0.4,0.8,0.4,7.5,0
782,Keon Clark,NA,1998,28,14.6,3.3,1.3,2.9,45,0,0,0,0.8,1.3,56.8,1.3,2.1,3.4,0.4,0.4,1.1,0.8,5.7,0
783,Kornel David,NA,1998,50,18,6.2,2.2,4.9,44.9,0,0,0,1.8,2.2,81.1,1.4,2.1,3.5,0.8,0.5,0.3,1,7.2,0
784,Larry Hughes,NA,1998,50,19.8,9.1,3.4,8.3,41.1,0.2,1,15.4,2.1,3,70.9,1.7,2.1,3.8,1.5,0.9,0.3,1.4,8.5,0
785,Marlon Garnett,NA,1998,24,8.5,2.1,0.6,2.1,29.4,0.3,1,26.1,0.6,0.8,75,0.1,0.8,0.9,0.8,0.2,0,0.5,1.8,0
786,Matt Harpring,NA,1998,50,22.3,8.2,3,6.4,46.3,0.2,0.5,40,2,2.9,71.3,1.8,2.5,4.3,0.9,0.6,0.1,1.5,8.3,0
787,Michael Dickerson,NA,1998,50,31.2,10.9,4.3,9.2,46.5,1.4,3.3,43.3,0.9,1.4,63.9,0.5,1.1,1.7,1.9,0.5,0.2,1.3,8.5,0
788,Michael Doleac,NA,1998,49,15.9,6.2,2.6,5.4,46.8,0,0,0,1.1,1.6,67.5,1.3,1.7,3,0.4,0.4,0.3,0.5,6.4,0
789,Michael Olowokandi,NA,1998,45,28.4,8.9,3.8,8.9,43.1,0,0,0,1.3,2.6,48.3,2.7,5.3,7.9,0.6,0.6,1.2,1.9,10.9,0
790,Mike Bibby,NA,1998,50,35.2,13.2,5.2,12.1,43,0.3,1.5,20.3,2.5,3.4,75.1,0.6,2.1,2.7,6.5,1.6,0.1,2.9,13.5,0
791,Nazr Mohammed,NA,1998,26,4.7,1.6,0.6,1.6,35.7,0,0,0,0.5,0.8,57.1,0.7,0.7,1.4,0.1,0.2,0.1,0.5,1.6,0
792,Pat Garrity,NA,1998,39,13.8,5.6,2.2,4.4,50,0.2,0.5,38.9,1,1.4,71.4,0.7,1.3,1.9,0.5,0.2,0.1,0.5,5.1,0
793,Paul Pierce,NA,1998,48,34,16.5,5.9,13.5,43.9,1.8,4.3,41.2,2.9,4.1,71.3,2.4,4,6.4,2.4,1.7,1,2.4,17,0
794,Peja Stojakovic,NA,1998,48,21.4,8.4,2.9,7.8,37.8,1.2,3.7,32,1.3,1.5,85.1,0.9,2.1,3,1.5,0.8,0.1,1.1,7.7,0
795,Ricky Davis,NA,1998,46,12.1,4.5,1.8,4.3,40.5,0,0.3,16.7,1,1.3,76.3,0.9,1,1.8,1.3,0.7,0.1,1.2,4.4,0
796,Robert Traylor,NA,1998,49,16,5.3,2.2,4.1,53.7,0,0,0,0.9,1.6,53.8,1.6,2.1,3.7,0.8,0.9,0.9,0.9,8.1,0
797,Roshown McLeod,NA,1998,34,10.2,4.8,1.8,4.8,38,0,0.3,10,1.1,1.3,82.2,0.4,1.1,1.5,0.4,0.1,0,0.7,2.9,0
798,Ruben Patterson,NA,1998,24,6,2.7,0.9,2.1,41.2,0,0.3,16.7,0.9,1.3,71,0.7,0.5,1.3,0.1,0.2,0.1,0.5,2.3,0
799,Toby Bailey,NA,1998,27,9.2,2.9,1.3,3.2,39.5,0,0.2,20,0.3,0.5,69.2,0.9,1.1,2,0.5,0.3,0.1,0.4,3.3,0
800,Tyrone Nesby,NA,1998,50,25.8,10.1,3.6,8.1,44.9,0.7,1.9,36.5,2.1,2.7,78.2,1.1,2.4,3.5,1.6,1.5,0.4,1.1,11,0
801,Vince Carter,NA,1998,50,35.2,18.3,6.9,15.3,45,0.4,1.3,28.8,4.1,5.4,76.1,1.9,3.8,5.7,3,1.1,1.5,2.2,17.6,0
802,Vladimir Stepania,NA,1998,23,13.6,5.5,2.3,5.4,42.4,0,0.1,0,0.9,1.7,52.5,1.2,2.1,3.3,0.5,0.4,1,1.4,5.4,0
803,Adrian Griffin,NA,1999,72,26.8,6.7,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,1.8,3.4,5.2,2.5,1.6,0.2,1.3,11,0
804,Andre Miller,NA,1999,82,25.5,11.1,4.1,9.2,44.9,0.1,0.6,20.4,2.8,3.6,77.4,1,2.4,3.4,5.8,1,0.2,2,13.7,0
805,Anthony Carter,NA,1999,79,23.5,6.3,2.5,6.4,39.5,0,0.3,13,1.2,1.6,75,0.6,1.9,2.5,4.8,1.2,0.1,2.2,8.4,0
806,Baron Davis,NA,1999,82,18.6,5.9,2.2,5.3,42,0.3,1.4,22.5,1.2,1.9,63.4,0.6,1.4,2,3.8,1.2,0.2,1.7,7.7,0
807,Cal Bowdler,NA,1999,46,9.2,2.7,1.1,2.5,42.6,0,0,0,0.5,0.8,63.2,0.5,1.4,1.8,0.3,0.3,0.2,0.5,3.1,0
808,Chris Herren,NA,1999,45,13.3,3.1,1,2.8,36.3,0.5,1.5,35.8,0.6,0.9,67.5,0.3,0.9,1.2,2.5,0.3,0,0.9,4.2,0
809,Chucky Atkins,NA,1999,82,19.8,9.5,3.8,9,42.4,0.7,2,35,1.2,1.6,72.9,0.2,1.3,1.5,3.7,0.6,0,1.7,8.1,0
810,Corey Maggette,NA,1999,77,17.8,8.4,2.9,6.1,47.8,0,0.1,18.2,2.5,3.4,75.1,1.6,2.3,3.9,0.8,0.3,0.3,1.8,7.9,0
811,Devean George,NA,1999,49,7,3.2,1.1,2.9,38.9,0.3,1,34,0.6,0.8,65.9,0.6,0.9,1.5,0.2,0.2,0.1,0.4,2.7,0
812,Eddie Robinson,NA,1999,67,16.6,7,3.2,5.8,54.9,0,0.1,0,0.7,1,73.4,0.8,1.9,2.7,0.5,0.7,0.4,0.6,7.9,0
813,Elton Brand,NA,1999,81,37,20.1,7.8,16.1,48.2,0,0,0,4.5,6.6,68.5,4.3,5.7,10,1.9,0.8,1.6,2.8,21.2,0
814,Greg Buckner,NA,1999,48,19.2,5.7,2.3,4.9,47.6,0.2,0.5,38.5,0.9,1.3,68.3,1.2,2.5,3.6,1.1,0.8,0.4,0.8,8,0
815,James Posey,NA,1999,81,25.3,8.2,2.8,6.6,42.9,1,2.7,37.3,1.5,1.9,80,1,2.9,3.9,1.8,1.2,0.4,1.2,10.2,0
816,Jason Terry,NA,1999,81,23.3,8.1,3.1,7.4,41.5,0.6,1.9,29.3,1.4,1.7,80.7,0.3,1.8,2,4.3,1.1,0.1,1.9,9.1,0
817,Kenny Thomas,NA,1999,72,25,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66,2,4,6.1,1.6,0.8,0.3,1.6,10,0
818,Lamar Odom,NA,1999,76,36.4,16.6,5.9,13.5,43.8,0.8,2.2,36,4,5.5,71.9,2.1,5.7,7.8,4.2,1.2,1.3,3.4,18.5,0
819,Lari Ketner,NA,1999,22,6,1.5,0.6,1.5,40.6,0,0,0,0.4,0.5,66.7,0.5,1,1.5,0,0.2,0.1,0.5,2,0
820,Metta World Peace,NA,1999,72,31.1,12,4.3,10.5,40.7,0.8,2.7,31.4,2.6,3.9,67.4,0.9,3.4,4.3,2.8,1.6,0.5,2.3,11.5,0
821,Michael Ruffin,NA,1999,71,13.7,2.2,0.8,1.9,42,0,0,0,0.6,1.2,48.9,1.6,1.9,3.5,0.6,0.4,0.4,0.8,4.5,0
822,Milt Palacio,NA,1999,53,7.4,2,0.8,1.8,43.9,0,0,0,0.4,0.7,59.5,0.3,0.6,1,0.9,0.4,0,0.8,2.1,0
823,Obinna Ekezie,NA,1999,39,9,3.2,1.1,2.3,46.6,0,0,0,1.1,1.6,67.2,0.9,1.5,2.4,0.2,0.2,0.1,0.7,3.7,0
824,Quincy Lewis,NA,1999,74,12.1,3.8,1.5,4,37.2,0.3,0.9,36.5,0.5,0.7,73.1,0.6,0.9,1.5,0.5,0.3,0.2,0.6,3.1,0
825,Richard Hamilton,NA,1999,71,19.3,9,3.6,8.5,42,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,6.3,0
826,Roy Rogers,NA,1999,40,8.9,2.2,0.9,2.2,39.8,0,0,0,0.5,1,46.3,0.8,1.2,2,0.2,0.1,0.9,0.3,3.3,0
827,Ryan Bowen,NA,1999,52,11.3,2.5,0.9,2.3,39.3,0,0.2,11.1,0.7,1,71.7,1.4,0.8,2.2,0.4,0.8,0.3,0.3,4.2,0
828,Scott Padgett,NA,1999,47,9.2,2.6,0.9,3,31.4,0.3,0.9,29.5,0.4,0.6,70.4,0.5,1.4,1.9,0.5,0.3,0.2,0.5,2.7,0
829,Shawn Marion,NA,1999,51,24.7,10.2,4.4,9.2,47.1,0.1,0.4,18.2,1.4,1.7,84.7,2.1,4.5,6.5,1.4,0.8,1,1,13.7,0
830,Steve Francis,NA,1999,77,36.1,18,6.5,14.5,44.5,1.4,4,34.5,3.7,4.7,78.6,2,3.3,5.3,6.6,1.5,0.4,4,18.8,0
831,Todd MacCulloch,NA,1999,56,9.4,3.7,1.6,2.9,55.3,0,0,0,0.5,1,51.9,0.9,1.8,2.6,0.2,0.2,0.7,0.5,5.2,0
832,Vonteego Cummings,NA,1999,75,23.9,9.4,3.5,8.7,40.5,0.7,2,32.5,1.7,2.3,75.1,0.8,1.7,2.5,3.3,1.2,0.2,1.8,9,0
833,Wally Szczerbiak,NA,1999,73,29.7,11.6,4.7,9.2,51.1,0.4,1.1,35.9,1.8,2.2,82.6,1.2,2.5,3.7,2.8,0.8,0.3,1.1,13.2,0
834,William Avery,NA,1999,59,8.2,2.6,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0.7,1.5,0.2,0,0.7,2,0
835,Chris Mihm,NA,2000,59,19.8,7.6,2.9,6.6,44.2,0,0,0,1.7,2.1,79.4,1.8,2.9,4.7,0.3,0.3,0.9,1.4,8.3,0
836,Chris Porter,NA,2000,51,22.5,8.6,3.4,8.7,38.9,0,0.1,0,1.8,2.8,66.7,1.7,2,3.7,1.2,0.9,0.1,1.2,7.1,0
837,Courtney Alexander,NA,2000,65,21.3,9.5,3.7,8.8,41.7,0.3,0.7,37,1.9,2.3,82,0.6,1.6,2.2,1,0.7,0.1,1.1,6.7,0
838,Dalibor Bagaric,NA,2000,35,7.4,1.3,0.5,1.9,26.2,0,0,0,0.4,0.8,46.4,0.6,1,1.6,0.3,0.3,0.5,0.6,1.5,0
839,Daniel Santiago,NA,2000,54,10.8,3.1,1.2,2.5,47.8,0,0,0,0.8,1.1,68.9,0.6,1.2,1.9,0.2,0.3,0.4,0.9,3.4,0
840,Darius Miles,NA,2000,81,26.3,9.4,3.9,7.8,50.5,0,0.2,5.3,1.5,2.9,52.1,1.6,4.3,5.9,1.2,0.6,1.5,1.8,11.6,0
841,DerMarr Johnson,NA,2000,78,16.8,5.1,1.9,5,37.4,0.5,1.6,32.3,0.8,1.1,73.6,0.7,1.6,2.3,0.8,0.6,0.4,1.2,4.5,0
842,DeShawn Stevenson,NA,2000,40,7.3,2.2,0.8,2.3,34.1,0,0.3,8.3,0.7,1,68.4,0.2,0.5,0.7,0.5,0.3,0.1,0.7,1.2,0
843,Desmond Mason,NA,2000,78,19.5,5.9,2.4,5.6,43.1,0.2,0.9,26.9,0.9,1.2,73.6,0.9,2.3,3.2,0.8,0.5,0.3,0.7,6.5,0
844,Dragan Tarlac,NA,2000,43,13.9,2.4,0.9,2.3,39.4,0,0,0,0.6,0.8,75.8,0.9,2,2.8,0.7,0.2,0.4,0.9,4.1,0
845,Eddie House,NA,2000,50,11,5,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1,0.3,0,0.7,3.4,0
846,Eduardo Najera,NA,2000,40,10.8,3.3,1.5,2.8,52.3,0,0.1,33.3,0.4,0.8,42.4,1,1.4,2.4,0.7,0.3,0.2,0.4,4.6,0
847,Hanno Mottola,NA,2000,73,13.5,4.4,1.7,3.8,44.4,0,0,0,1,1.2,81.1,0.7,1.7,2.4,0.3,0.1,0.1,0.9,4.1,0
848,Hedo Turkoglu,NA,2000,74,16.8,5.3,1.9,4.5,41.2,0.4,1.2,32.6,1.2,1.5,77.7,0.7,2.2,2.8,0.9,0.7,0.3,0.7,6.3,0
849,Jake Tsakalidis,NA,2000,57,16.6,4.5,1.8,3.8,47,0,0,0,0.9,1.6,59.3,1.5,2.8,4.2,0.3,0.2,1,1.2,6.4,0
850,Jamaal Magloire,NA,2000,74,14.8,4.6,1.6,3.7,45,0,0,0,1.3,2,65.5,1.4,2.6,4,0.4,0.2,1.1,0.8,6.7,0
851,Jamal Crawford,NA,2000,61,17.2,4.6,1.8,5,35.2,0.7,1.9,35,0.4,0.6,79.4,0.1,1.3,1.5,2.3,0.7,0.2,1.4,4.6,0
852,Juan Sanchez,NA,2000,29,5.2,0.7,0.3,1,32.1,0,0,0,0.1,0.1,100,0.1,0.4,0.5,1.4,0.4,0,0.2,2.2,0
853,Kenyon Martin,NA,2000,68,33.4,12,5.1,11.4,44.5,0,0.2,9.1,1.8,2.8,63,2,5.4,7.4,1.9,1.1,1.7,2,14.7,0
854,Keyon Dooling,NA,2000,76,16.3,5.9,1.9,4.8,40.9,0.4,1.1,35,1.6,2.4,69.8,0.1,1.1,1.2,2.3,0.5,0.1,1.2,5.3,0
855,Khalid El-Amin,NA,2000,50,18.7,6.3,2.3,6.2,37,0.6,1.7,33.3,1.1,1.4,77.8,0.4,1.2,1.6,2.9,1,0,1.1,6.5,0
856,Lee Nailon,NA,2000,42,11.2,3.9,1.6,3.2,48.5,0,0,0,0.8,1,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,4.4,0
857,Marc Jackson,NA,2000,48,29.4,13.2,4.9,10.6,46.7,0.1,0.5,21.7,3.2,4,80.2,2.5,5,7.5,1.2,0.7,0.6,1.9,14.8,0
858,Marcus Fizer,NA,2000,72,21.9,9.5,3.9,9,43,0.1,0.5,25.6,1.6,2.2,72.7,1.1,3.3,4.3,1.1,0.4,0.3,1.7,8.1,0
859,Mark Blount,NA,2000,64,17.2,3.9,1.6,3.1,50.5,0,0,0,0.7,1,69.7,1.5,2.1,3.6,0.5,0.6,1.2,1,7,0
860,Mark Madsen,NA,2000,70,9.2,2,0.8,1.6,48.7,0,0,100,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,3.3,0
861,Mateen Cleaves,NA,2000,78,16.3,5.4,2.1,5.1,40,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1.7,2.7,0.6,0,1.8,5,0
862,Mike Miller,NA,2000,82,29.1,11.9,4.5,10.3,43.6,1.8,4.4,40.7,1.1,1.6,71.1,0.8,3.2,4,1.7,0.6,0.2,1.2,11,0
863,Mike Penberthy,NA,2000,53,16.1,5,1.7,4.2,41.4,1,2.6,39.6,0.5,0.6,90.3,0.2,1,1.2,1.3,0.4,0,0.6,4.9,0
864,Morris Peterson,NA,2000,80,22.6,9.3,3.6,8.4,43.1,0.8,2.1,38.2,1.3,1.8,71.7,1.4,1.8,3.2,1.3,0.8,0.3,1,8.7,0
865,Paul McPherson,NA,2000,55,10.8,4.8,2,3.9,50.5,0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,4.3,0
866,Quentin Richardson,NA,2000,76,17.9,8.1,3.1,6.9,44.2,0.7,2,33.1,1.3,2.1,62.7,1.4,2,3.4,0.8,0.6,0.1,0.8,7.4,0
867,Stephen Jackson,NA,2000,77,21.6,8.2,3.2,7.4,42.5,0.7,2,33.5,1.3,1.8,71.9,0.5,2.2,2.7,1.8,1.1,0.2,1.7,7.6,0
868,Stromile Swift,NA,2000,80,16.4,4.9,1.9,4.2,45.1,0,0.1,0,1.1,1.8,60.3,1.4,2.2,3.6,0.4,0.8,1,0.8,6.8,0
869,Alton Ford,NA,2001,53,8.5,3.1,1.2,2.2,51.7,0,0,0,0.8,1.1,73.7,0.6,1.4,2,0.1,0.1,0.1,0.6,3.5,0
870,Andrei Kirilenko,NA,2001,82,26.2,10.7,3.5,7.7,45,0.3,1.2,25,3.5,4.5,76.8,1.8,3.1,4.9,1.1,1.4,1.9,1.3,13.5,0
871,Brandon Armstrong,NA,2001,35,5.6,1.8,0.8,2.4,31.8,0.1,0.5,29.4,0.1,0.3,50,0.3,0.2,0.5,0.2,0.2,0,0.2,0.7,0
872,Brendan Haywood,NA,2001,62,20.4,5.1,1.8,3.6,49.3,0,0,0,1.6,2.6,60.6,2.3,2.9,5.2,0.5,0.3,1.5,0.8,8.9,0
873,Carlos Arroyo,NA,2001,37,10,3,1.3,3,44.1,0,0.1,0,0.4,0.5,72.2,0.3,0.8,1.1,1.9,0.3,0,0.6,3.9,0
874,Earl Watson,NA,2001,64,15.1,3.6,1.5,3.3,45.3,0.3,0.7,36.4,0.4,0.6,63.9,0.5,0.8,1.3,2,0.9,0.1,0.8,5.1,0
875,Eddie Griffin,NA,2001,73,26,8.8,3.3,9.1,36.6,1.2,3.7,33,0.9,1.2,74.4,1.6,4.1,5.7,0.7,0.2,1.8,0.6,10.6,0
876,Eddy Curry,NA,2001,72,16,6.7,2.6,5.2,50.1,0,0,0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,0.2,0.7,1,7.5,0
877,Etan Thomas,NA,2001,47,13.1,4.3,1.7,3.2,53.6,0,0,0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.4,0.7,0.6,6.7,0
878,Gerald Wallace,NA,2001,54,8,3.2,1.4,3.2,42.9,0,0.1,0,0.4,0.9,50,0.9,0.7,1.6,0.5,0.3,0.1,0.4,3.1,0
879,Gilbert Arenas,NA,2001,47,24.6,10.9,3.7,8.2,45.3,0.8,2.4,34.5,2.6,3.4,77.5,0.9,1.9,2.8,3.7,1.5,0.2,2.1,11.8,0
880,Jamaal Tinsley,NA,2001,80,30.5,9.4,3.6,9.5,38,0.5,2.2,24,1.6,2.3,70.4,1,2.8,3.7,8.1,1.7,0.5,3.4,13.5,0
881,Jarron Collins,NA,2001,70,20.6,6.4,2.3,4.9,46.1,0,0,0,1.9,2.6,74,2,2.3,4.2,0.8,0.4,0.3,0.8,8.1,0
882,Jason Collins,NA,2001,77,18.3,4.5,1.5,3.6,42.1,0,0,50,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,6.8,0
883,Jason Richardson,NA,2001,80,32.9,14.4,5.8,13.6,42.6,1,3.1,33.3,1.8,2.6,67.1,1.6,2.7,4.3,3,1.3,0.4,2,12.6,0
884,Joe Crispin,NA,2001,21,7.4,3.8,1.2,3.2,38.2,0.7,1.9,38.5,0.6,0.6,92.3,0.1,0.4,0.5,1.2,0.2,0,0.5,3.2,0
885,Joe Johnson,NA,2001,77,24.9,7.5,3.3,7.6,43,0.5,1.7,29.2,0.5,0.7,77.4,1,2.4,3.3,2.3,0.8,0.3,0.9,8.8,0
886,Kenny Satterfield,NA,2001,36,15.6,5.3,2,5.5,36.7,0.2,0.8,25.9,1,1.3,78.3,0.5,1,1.4,3,0.9,0,1.5,5.3,0
887,Kwame Brown,NA,2001,57,14.3,4.5,1.6,4.3,38.7,0,0,0,1.2,1.7,70.7,1.1,2.4,3.5,0.8,0.3,0.5,0.8,5.6,0
888,Loren Woods,NA,2001,60,8.6,1.8,0.6,1.6,34.4,0,0,0,0.7,1,73.3,0.8,1.3,2,0.4,0.3,0.6,0.6,3.2,0
889,Oscar Torres,NA,2001,65,16.6,6,2.1,5.2,39.6,0.6,1.9,29.4,1.3,1.6,78.1,0.7,1.2,1.9,0.6,0.4,0.1,0.8,4.7,0
890,Pau Gasol,NA,2001,82,36.7,17.6,6.7,13,51.8,0,0.1,20,4.1,5.8,70.9,2.9,6,8.9,2.7,0.5,2.1,2.7,21.1,0
891,Predrag Drobnjak,NA,2001,64,18.3,6.8,3,6.5,46.1,0,0,0,0.9,1.1,75.3,1.2,2.3,3.4,0.8,0.3,0.5,0.8,7.3,0
892,Richard Jefferson,NA,2001,79,24.3,9.4,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,3.7,1.8,0.8,0.6,1.4,9.9,0
893,Shane Battier,NA,2001,78,39.7,14.4,5.3,12.3,42.9,1.3,3.5,37.3,2.5,3.6,70,2.3,3.1,5.4,2.8,1.6,1,2,15,0
894,Speedy Claxton,NA,2001,67,22.8,7.2,2.7,6.7,40,0.1,0.5,12.1,1.7,2,83.8,0.7,1.7,2.4,3,1.4,0.1,1.4,8.2,0
895,Steven Hunter,NA,2001,53,9.7,3.6,1.3,2.8,45.6,0,0,0,1,1.8,58.5,0.8,1.1,1.8,0.1,0.1,0.8,0.3,3.8,0
896,Terence Morris,NA,2001,68,16.3,3.8,1.6,4.3,38.4,0.2,1.1,19.2,0.3,0.4,64.3,1.1,2,3.1,0.9,0.3,0.4,0.7,5.1,0
897,Tierre Brown,NA,2001,40,10.1,3.1,1.2,2.9,42.6,0.1,0.3,33.3,0.5,0.7,75,0.3,0.8,1.1,1.8,0.5,0.1,1,3.6,0
898,Tony Parker,NA,2001,77,29.4,9.2,3.5,8.3,41.9,0.8,2.5,32.3,1.4,2.1,67.5,0.4,2.1,2.6,4.3,1.2,0.1,2,9.8,0
899,Trenton Hassell,NA,2001,78,28.7,8.7,3.4,8.1,42.5,0.8,2.1,36.4,1.1,1.5,76.3,0.8,2.4,3.3,2.2,0.7,0.6,1.3,9.2,0
900,Troy Murphy,NA,2001,82,17.7,5.9,2.2,5.2,42.1,0,0.1,33.3,1.5,1.9,77.6,1.2,2.7,3.9,0.9,0.4,0.3,1,6.9,0
901,Tyson Chandler,NA,2001,71,19.6,6.1,2.1,4.3,49.7,0,0,0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,0.4,1.3,1.4,8.6,0
902,Vladimir Radmanovic,NA,2001,61,20.2,6.7,2.4,5.8,41.2,1.1,2.6,42,0.8,1.2,68.1,0.7,3,3.8,1.3,0.9,0.4,1.2,8.1,0
903,Will Solomon,NA,2001,62,14.1,5.2,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,1.1,1.5,0.6,0.1,1,3.5,0
904,Zach Randolph,NA,2001,41,5.8,2.8,1.2,2.6,44.9,0,0,0,0.4,0.7,66.7,0.8,0.9,1.7,0.3,0.2,0.1,0.4,3,0
905,Zeljko Rebraca,NA,2001,74,15.9,6.9,2.6,5.1,50.5,0,0,0,1.8,2.4,77.1,1.1,2.8,3.9,0.5,0.4,1,1.1,8.6,0
906,Adam Harrington,NA,2002,19,5.8,1.6,0.6,1.9,29.7,0.3,0.7,35.7,0.2,0.2,75,0.1,0.4,0.4,0.6,0.1,0.1,0.1,1.3,0
907,Amar'e Stoudemire,NA,2002,82,31.3,13.5,4.8,10.1,47.2,0,0.1,20,3.9,5.9,66.1,3,5.7,8.8,1,0.8,1.1,2.3,15.4,0
908,Carlos Boozer,NA,2002,81,25.3,10,4.1,7.6,53.6,0,0,0,1.8,2.4,77.1,2.5,5,7.5,1.3,0.7,0.6,1.3,14.8,0
909,Caron Butler,NA,2002,78,36.6,15.4,5.5,13.2,41.6,0.4,1.4,31.8,4,4.8,82.4,1.7,3.4,5.1,2.7,1.8,0.4,2.5,14.3,0
910,Casey Jacobsen,NA,2002,72,15.9,5.1,1.7,4.5,37.3,0.7,2.3,31.5,1,1.5,68.6,0.4,0.8,1.2,1,0.5,0.1,0.8,3.8,0
911,Chris Jefferies,NA,2002,51,13.1,3.9,1.5,3.8,38.7,0.4,1.1,33.3,0.6,0.8,67.4,0.3,0.8,1.2,0.4,0.4,0.3,0.9,2.6,0
912,Chris Wilcox,NA,2002,46,10.4,3.7,1.6,3,52.1,0,0,0,0.5,1.1,50,0.7,1.6,2.3,0.5,0.1,0.3,0.6,4.3,0
913,Dajuan Wagner,NA,2002,47,29.5,13.4,4.7,12.9,36.9,1.2,3.7,31.6,2.7,3.4,80,0.4,1.3,1.7,2.8,0.8,0.1,1.8,8.2,0
